Participant_ID,Reaction_Time,Color
fds,0.006082773208618164,"(84, 123, 127)"
fds,0.007559776306152344,"(161, 200, 127)"
fds,0.010609865188598633,"(161, 200, 127)"
fds,0.021403789520263672,"(161, 200, 127)"
fds,0.025018930435180664,"(161, 200, 127)"
fds,1.5120937824249268,"(135, 123, 101)"
fds,0.9071919918060303,"(161, 123, 127)"
fds,1.5232157707214355,"(161, 123, 127)"
